condition,encoding_pred,encoding_true,decision_pred,decision_true,confirmation_pred,confirmation_true,response_pred,response_true
AC,0.046153847,0.13333334,0.21538462,0.21025641,0.7589744,0.73846155,0.96410257,0.9692308
AC,0.023041476,0.05529954,0.23963134,0.23963134,0.5299539,0.51152074,0.94930875,0.9769585
SP,0.030534351,0.03816794,0.45801526,0.45038167,0.6259542,0.0,0.89312977,0.8854962
SP,0.057377048,0.3114754,0.43442622,0.44262296,0.6803279,0.0,0.9508197,0.93442625
SP,0.069565214,0.16521738,0.51304346,0.51304346,0.79130435,0.0,0.9217391,0.9130435
AC,0.021008404,0.021008404,0.071428575,0.071428575,0.6554622,0.44117647,0.9705882,0.97899157
SP,0.10185185,0.3611111,0.4537037,0.6296296,0.7407407,0.0,0.9537037,0.962963
AC,0.021097047,0.24472573,0.3164557,0.3164557,0.5527426,0.53586495,0.97890294,0.9746835
SP,0.24390244,0.4390244,0.6585366,0.6707317,0.41463414,0.0,0.8780488,0.8780488
SP,0.083333336,0.36458334,0.7083333,0.71875,0.5520833,0.0,0.8958333,0.9583333
AC,0.03154574,0.018927446,0.050473187,0.04731861,0.25867507,0.09148265,0.9463722,0.9400631
SP,0.056737587,0.11347517,0.38297874,0.38297874,0.6312057,0.0,0.9219858,0.9787234
SP,0.07964602,0.40707964,0.5575221,0.71681416,0.84070796,0.0,0.96460176,0.96460176
AC,0.028985508,0.08695652,0.23671497,0.2415459,0.589372,0.5024155,0.9178744,0.9130435
SP,0.04,0.304,0.408,0.424,0.608,0.0,0.96,0.752
AC,0.03374233,0.049079753,0.20245399,0.27300614,0.46625766,0.48466256,0.9509202,0.9386503
SP,0.052980132,0.29801324,0.51655626,0.5298013,0.7218543,0.0,0.9470199,0.95364237
AC,0.035714287,0.08571429,0.2642857,0.60714287,0.71428573,0.76428574,0.9142857,0.9142857
SP,0.07258064,0.08064516,0.29032257,0.29032257,0.6854839,0.0,0.9596774,0.9677419
AC,0.017621145,0.0969163,0.20264317,0.49339208,0.7004405,0.6784141,0.9779736,0.98237884
AC,0.0625,0.057291668,0.17708333,0.17708333,0.5729167,0.31770834,0.9583333,0.953125
AC,0.02617801,0.15706806,0.2827225,0.2827225,0.60209423,0.7591623,0.95811516,0.9633508
AC,0.037433155,0.14438502,0.19251336,0.19251336,0.6524064,0.70053476,0.973262,0.9786096
SP,0.05625,0.2625,0.51875,0.68125,0.4375,0.0,0.95,0.95625
AC,0.02690583,0.15695067,0.13004485,0.25112107,0.47085202,0.4529148,0.97757846,0.98206276
SP,0.1904762,0.22619048,0.32142857,0.32142857,0.64285713,0.0,0.95238096,0.9404762
SP,0.023696683,0.023696683,0.2843602,0.2748815,0.60189575,0.0,0.97630334,0.9620853
SP,0.0397351,0.0794702,0.16556291,0.3178808,0.7682119,0.0,0.9668874,0.9668874
SP,0.06818182,0.5113636,0.64772725,0.64772725,0.5113636,0.0,0.9431818,0.95454544
SP,0.06557377,0.06010929,0.35519126,0.34972677,0.78688526,0.0,0.9726776,0.9726776
AC,0.036065575,0.06885246,0.11147541,0.10819672,0.50163937,0.52786887,0.9639344,0.9836066
SP,0.06878307,0.07936508,0.12698413,0.25925925,0.5555556,0.0,0.97354496,0.984127
SP,0.0390625,0.0859375,0.1953125,0.6015625,0.5234375,0.0,0.953125,0.9609375
AC,0.104347825,0.09565217,0.14782609,0.45217392,0.71304345,0.67826086,0.95652175,0.973913
AC,0.15757576,0.16363636,0.3151515,0.3272727,0.4121212,0.44848484,0.92121214,0.91515154
SP,0.024539877,0.030674847,0.13496932,0.5460123,0.6380368,0.0,0.9631902,0.9631902
SP,0.041322313,0.3305785,0.21487603,0.21487603,0.4876033,0.0,0.94214875,0.96694213
AC,0.034810126,0.060126584,0.17088607,0.23101266,0.5,0.5063291,0.98417723,0.98734176
SP,0.049586777,0.0661157,0.30578512,0.59504133,0.47933885,0.0,0.92561984,0.94214875
SP,0.043165468,0.035971224,0.1294964,0.5683453,0.64028776,0.0,0.91366905,0.971223
SP,0.060869563,0.104347825,0.5478261,0.4869565,0.6695652,0.0,0.9391304,0.95652175
SP,0.027888447,0.1434263,0.0996016,0.41035858,0.5737052,0.0,0.9681275,0.9721116
SP,0.023696683,0.037914693,0.26540285,0.26540285,0.6066351,0.0,0.9620853,0.9620853
AC,0.022727273,0.13636364,0.36363637,0.36363637,0.7386364,0.72727275,0.95454544,0.95454544
SP,0.15841584,0.15841584,0.28712872,0.63366336,0.3960396,0.0,0.95049506,0.97029704
SP,0.058295965,0.00896861,0.13901345,0.13452914,0.6367713,0.0,0.9596413,0.9551569
SP,0.10989011,0.12087912,0.4010989,0.3901099,0.66483516,0.0,0.96703297,0.93406594
SP,0.021021022,0.0990991,0.09309309,0.22822823,0.5135135,0.0,0.981982,0.987988
SP,0.05263158,0.18796992,0.22556391,0.2556391,0.5488722,0.0,0.9398496,0.96240604
SP,0.057291668,0.19270833,0.27083334,0.6770833,0.48958334,0.0,0.9635417,0.9583333
SP,0.04032258,0.17741935,0.29032257,0.63709676,0.5483871,0.0,0.91935486,0.91935486
SP,0.05263158,0.042105265,0.51578945,0.50526315,0.44210526,0.0,0.8842105,0.86315787
AC,0.02247191,0.101123594,0.40449437,0.5449438,0.6011236,0.6966292,0.96067417,0.96629214
SP,0.025641026,0.32478634,0.41880342,0.42735043,0.5897436,0.0,0.94871795,0.95726496
AC,0.09677419,0.09677419,0.24884793,0.24884793,0.5391705,0.6635945,0.9769585,0.9861751
SP,0.07058824,0.45882353,0.6117647,0.6117647,0.4,0.0,0.9529412,0.9529412
SP,0.11494253,0.42528737,0.5862069,0.5862069,0.41379312,0.0,0.8965517,0.90804595
SP,0.061728396,0.061728396,0.654321,0.654321,0.44444445,0.0,0.9382716,0.9382716
SP,0.022346368,0.273743,0.16759777,0.48044693,0.30726257,0.0,0.96648043,0.98324025
AC,0.025906736,0.17098446,0.2642487,0.44041452,0.68911916,0.5595855,0.96891195,0.97409326
SP,0.025157232,0.25786164,0.33333334,0.41509435,0.7798742,0.0,0.9245283,0.918239
AC,0.042105265,0.110526316,0.31578946,0.31578946,0.6263158,0.49473685,0.96842104,0.97894734
AC,0.025531914,0.025531914,0.08510638,0.23404256,0.47234043,0.45106384,0.9744681,0.9829787
AC,0.01971831,0.115492955,0.23943663,0.25070423,0.45352113,0.4,0.9774648,0.98309857
SP,0.048,0.224,0.448,0.448,0.552,0.0,0.936,0.96
AC,0.01980198,0.12541254,0.1980198,0.19471948,0.3960396,0.50165015,0.96369636,0.98349833
SP,0.12,0.13333334,0.41333333,0.74666667,0.58666664,0.0,0.88,0.93333334
AC,0.041420117,0.27218935,0.33136094,0.43786982,0.6331361,0.591716,0.9467456,0.8639053
AC,0.03305785,0.03305785,0.47933885,0.47933885,0.60330576,0.553719,0.9338843,0.9504132
SP,0.046357617,0.25165564,0.3178808,0.3112583,0.7152318,0.0,0.9470199,0.9072848
AC,0.02347418,0.15962441,0.29107982,0.27230048,0.6150235,0.4976526,0.9483568,0.9530516
AC,0.06896552,0.1637931,0.17672414,0.2672414,0.4525862,0.6465517,0.92241377,0.92241377
AC,0.015673982,0.021943573,0.053291537,0.05015674,0.52978057,0.06583072,0.97178686,0.97178686
SP,0.06666667,0.2888889,0.54444444,0.53333336,0.84444445,0.0,0.95555556,0.85555553
AC,0.084848486,0.11515152,0.36363637,0.37575758,0.6969697,0.93333334,0.95757574,0.9757576
AC,0.022988506,0.14942528,0.13218391,0.27011493,0.6896552,0.7356322,0.9137931,0.9770115
SP,0.08791209,0.10989011,0.5934066,0.5824176,0.4945055,0.0,0.9230769,0.93406594
SP,0.065868266,0.21556886,0.3233533,0.32934132,0.6946108,0.0,0.9161677,0.9161677
AC,0.039772727,0.10227273,0.1590909,0.14204545,0.72727275,0.54545456,0.97159094,0.97159094
SP,0.057142857,0.071428575,0.30714285,0.37857142,0.8214286,0.0,0.94285715,0.95
AC,0.04,0.24571429,0.22285715,0.50285715,0.45142856,0.7828571,0.94857144,0.9714286
SP,0.039215688,0.05882353,0.33333334,0.3267974,0.59477127,0.0,0.92156863,0.9738562
SP,0.054054055,0.3783784,0.5405405,0.5405405,0.6396396,0.0,0.963964,0.8378378
AC,0.07511737,0.07042254,0.13615024,0.13145539,0.5539906,0.53051645,0.9577465,0.9624413
AC,0.15060242,0.14457831,0.4698795,0.46385542,0.76506025,0.85542166,0.94578314,0.9698795
SP,0.062015504,0.069767445,0.17829457,0.49612403,0.78294575,0.0,0.8992248,0.8914729
SP,0.03773585,0.28301886,0.49056605,0.5,0.7358491,0.0,0.9433962,0.9528302
AC,0.013368984,0.09090909,0.13636364,0.157754,0.29679143,0.36898395,0.9786096,0.98930484
SP,0.027586207,0.28965518,0.42068964,0.42068964,0.5448276,0.0,0.9310345,0.93793106
SP,0.048484847,0.054545455,0.43030304,0.43636364,0.6909091,0.0,0.95757574,0.9757576
AC,0.025531914,0.021276595,0.09361702,0.15319149,0.34042552,0.32765958,0.9744681,0.9787234
AC,0.129771,0.122137405,0.45801526,0.47328246,0.8167939,0.8549618,0.9236641,0.96183205
AC,0.01980198,0.09570957,0.17161717,0.17161717,0.2640264,0.27722773,0.98349833,0.990099
SP,0.072289154,0.09638554,0.56626505,0.55421686,0.45783132,0.0,0.939759,0.9518072
AC,0.013245033,0.11258278,0.16887417,0.19536424,0.36754966,0.45695364,0.9602649,0.9701987
SP,0.054455444,0.06930693,0.28712872,0.28712872,0.6881188,0.0,0.9752475,0.980198
SP,0.05940594,0.14851485,0.57425743,0.56435645,0.4059406,0.0,0.96039605,0.95049506
SP,0.05042017,0.042016808,0.5294118,0.5294118,0.6134454,0.0,0.9579832,0.96638656
SP,0.046511628,0.26744187,0.29069766,0.6511628,0.39534885,0.0,0.90697676,0.9186047
AC,0.052980132,0.0397351,0.15231788,0.13907285,0.53642386,0.6821192,0.9337748,0.9337748
SP,0.026490066,0.013245033,0.19205298,0.19205298,0.30463576,0.0,0.95364237,0.9668874
SP,0.04040404,0.42424244,0.6060606,0.61616164,0.45454547,0.0,0.94949496,0.94949496
SP,0.06167401,0.1277533,0.2246696,0.2599119,0.5110132,0.0,0.9603524,0.9603524
SP,0.04950495,0.13861386,0.27722773,0.5445545,0.7128713,0.0,0.96039605,0.9207921
AC,0.053003535,0.06713781,0.27915195,0.27561837,0.6042403,0.5759717,0.95053005,0.9434629
AC,0.03314917,0.03314917,0.15469614,0.33701658,0.62983423,0.5359116,0.9723757,0.9723757
AC,0.07009346,0.07943925,0.093457945,0.23364486,0.3084112,0.31308413,0.9766355,0.93457943
SP,0.086021505,0.18817204,0.40860215,0.40860215,0.6344086,0.0,0.9731183,0.9677419
AC,0.09489051,0.24817519,0.5182482,0.5182482,0.82481754,0.8321168,0.8832117,0.9489051
SP,0.06818182,0.2159091,0.6363636,0.625,0.7613636,0.0,0.9318182,0.95454544
AC,0.045161292,0.051612902,0.38709676,0.58709675,0.7290323,0.8129032,0.9677419,0.9741936
AC,0.085365854,0.085365854,0.34146342,0.1097561,0.7987805,0.5914634,0.9695122,0.9695122
AC,0.107913665,0.11510792,0.17266187,0.17266187,0.62589926,0.4028777,0.92805755,0.94244605
SP,0.067567565,0.08108108,0.7027027,0.27027026,0.47297296,0.0,0.9054054,0.9324324
AC,0.023529412,0.0627451,0.13725491,0.14117648,0.39215687,0.2,0.9764706,0.9843137
SP,0.023255814,0.023255814,0.22790697,0.22790697,0.6139535,0.0,0.95813954,0.95813954
AC,0.06382979,0.10638298,0.23404256,0.41843972,0.6453901,0.5886525,0.9219858,0.9219858
SP,0.036144577,0.16465864,0.20481928,0.2128514,0.53815264,0.0,0.9678715,0.9678715
SP,0.037190083,0.07024793,0.12809917,0.11983471,0.76859504,0.0,0.946281,0.9504132
AC,0.08391608,0.23076923,0.37762237,0.37062937,0.6293706,0.46853146,0.97202796,0.95804197
AC,0.027777778,0.18981482,0.27314815,0.2777778,0.5601852,0.5555556,0.9722222,0.9861111
AC,0.03214286,0.07857143,0.21785714,0.22142857,0.37857142,0.4107143,0.98214287,0.98214287
AC,0.01992032,0.027888447,0.119521916,0.26294822,0.6812749,0.6693227,0.9561753,0.96015936
SP,0.029239766,0.16959064,0.21637426,0.4619883,0.4093567,0.0,0.9649123,0.98245615
SP,0.20408164,0.20408164,0.48979592,0.23469388,0.64285713,0.0,0.90816325,0.90816325
SP,0.050314464,0.13207547,0.32704404,0.32704404,0.6792453,0.0,0.9496855,0.9685535
SP,0.05154639,0.40206185,0.24742268,0.556701,0.41237113,0.0,0.87628865,0.87628865
AC,0.04522613,0.07537688,0.21105528,0.22110553,0.72864324,0.7487437,0.959799,0.96482414
AC,0.018726591,0.08239701,0.23220974,0.25093633,0.3857678,0.38202247,0.9812734,0.9363296
SP,0.03539823,0.30973452,0.46902654,0.4778761,0.7079646,0.0,0.9380531,0.94690263
AC,0.034615386,0.115384616,0.13076924,0.30769232,0.5846154,0.73846155,0.97307694,0.9846154
AC,0.056277055,0.15151516,0.22510822,0.22510822,0.41125542,0.34199134,0.978355,0.978355
SP,0.033519555,0.05027933,0.13407822,0.12849163,0.5977654,0.0,0.9497207,0.9497207
SP,0.046511628,0.2015504,0.27906978,0.56589144,0.68992245,0.0,0.92248064,0.92248064
AC,0.01746725,0.069869,0.17030568,0.16593887,0.7248908,0.44978166,0.96069866,0.94323146
AC,0.026845638,0.24832214,0.23489933,0.40939596,0.66442955,0.53691274,0.9127517,0.8993289
AC,0.02232143,0.06696428,0.12053572,0.125,0.78125,0.32142857,0.9598214,0.97321427
AC,0.051813472,0.046632126,0.34196892,0.36787564,0.58549225,0.6632124,0.9222798,0.92746115
AC,0.022421524,0.01793722,0.10313901,0.20179372,0.7219731,0.7264574,0.97309417,0.97757846
SP,0.031746034,0.0952381,0.26984128,0.8095238,0.42063493,0.0,0.9444444,0.97619045
SP,0.07070707,0.1919192,0.33333334,0.82828283,0.44444445,0.0,0.959596,0.969697
SP,0.046875,0.046875,0.2421875,0.4609375,0.6875,0.0,0.96875,0.8046875
AC,0.03468208,0.057803467,0.3236994,0.32947975,0.57225436,0.49710983,0.9537572,0.9479769
AC,0.031468533,0.031468533,0.18181819,0.18531469,0.4160839,0.5,0.9685315,0.9825175
SP,0.039408866,0.18719211,0.31527093,0.31527093,0.62068963,0.0,0.9655172,0.97044337
AC,0.0375,0.05625,0.21875,0.3625,0.55,0.50625,0.95,0.95
AC,0.036363635,0.04,0.23272727,0.22545454,0.36,0.3490909,0.9709091,0.9709091
AC,0.041152265,0.041152265,0.1399177,0.13580246,0.436214,0.44444445,0.9835391,0.9876543
SP,0.055045873,0.2293578,0.51376146,0.5229358,0.78899086,0.0,0.96330273,0.7798165
SP,0.015015015,0.078078076,0.123123124,0.1981982,0.43243244,0.0,0.96997,0.984985
SP,0.1,0.45555556,0.64444447,0.64444447,0.44444445,0.0,0.95555556,0.9222222
AC,0.052238807,0.05970149,0.29104477,0.08955224,0.5522388,0.67164177,0.9328358,0.9477612
SP,0.124223605,0.13043478,0.3043478,0.45341614,0.78881985,0.0,0.93167704,0.9503106
SP,0.05691057,0.05691057,0.2195122,0.43089432,0.55284554,0.0,0.93495935,0.9593496
SP,0.018181818,0.12,0.17818181,0.3890909,0.6363636,0.0,0.9709091,0.97818184
AC,0.06338028,0.06338028,0.64084506,0.2746479,0.44366196,0.4084507,0.91549295,0.9084507
AC,0.061032865,0.14084508,0.24413146,0.28169015,0.4741784,0.5399061,0.96713614,0.96713614
AC,0.03076923,0.2,0.15897436,0.3025641,0.63589746,0.63076925,0.95384616,0.96410257
SP,0.10843374,0.12048193,0.39759037,0.39759037,0.55421686,0.0,0.8192771,0.85542166
AC,0.025477707,0.025477707,0.23248407,0.035031848,0.45541403,0.25796178,0.98407644,0.9872612
AC,0.05235602,0.08900524,0.43455496,0.18848167,0.6439791,0.43979058,0.973822,0.9790576
SP,0.11666667,0.15,0.475,0.46666667,0.65,0.0,0.94166666,0.94166666
AC,0.019305019,0.08880309,0.22393823,0.2818533,0.44787645,0.41312742,0.96138996,0.9266409
SP,0.12087912,0.12087912,0.3846154,0.5604396,0.6923077,0.0,0.8901099,0.8901099
AC,0.053140096,0.057971016,0.19323671,0.19806764,0.5748792,0.294686,0.9661836,0.9661836
AC,0.04379562,0.06569343,0.17518248,0.18248175,0.57664233,0.38686132,0.95620435,0.9708029
AC,0.022857143,0.022857143,0.14857143,0.14285715,0.61142856,0.34857142,0.93714285,0.9257143
AC,0.04761905,0.13553114,0.1941392,0.2014652,0.62637365,0.43956044,0.978022,0.978022
AC,0.028938906,0.041800644,0.17684887,0.1800643,0.40836012,0.3762058,0.977492,0.98392284
SP,0.050632913,0.4177215,0.6835443,0.6835443,0.48101267,0.0,0.89873415,0.89873415
AC,0.0625,0.121527776,0.21180555,0.20833333,0.44444445,0.28125,0.9722222,0.9861111
SP,0.0625,0.3125,0.75,0.7625,0.5125,0.0,0.925,0.9375
SP,0.045454547,0.07272727,0.5090909,0.4909091,0.33636364,0.0,0.94545454,0.96363634
AC,0.023148147,0.074074075,0.41666666,0.6666667,0.6064815,0.35185185,0.9490741,0.9537037
SP,0.05882353,0.05042017,0.4369748,0.44537815,0.789916,0.0,0.9327731,0.9327731
AC,0.04597701,0.049808428,0.19923371,0.07662835,0.63984674,0.31800765,0.9578544,0.96934867
SP,0.020325202,0.14227642,0.21138212,0.4593496,0.6097561,0.0,0.96747965,0.97154474
SP,0.044444446,0.074074075,0.24444444,0.5185185,0.8,0.0,0.91851854,0.93333334
SP,0.030567685,0.16593887,0.3580786,0.3624454,0.558952,0.0,0.9519651,0.9694323
AC,0.04477612,0.04477612,0.21393035,0.23383084,0.6567164,0.39800996,0.96517414,0.96517414
AC,0.035555556,0.035555556,0.23555556,0.23111111,0.45777777,0.6666667,0.96,0.96444446
AC,0.050847456,0.050847456,0.32768363,0.42937854,0.7740113,0.5536723,0.96045196,0.9548023
SP,0.074074075,0.096296296,0.2074074,0.4148148,0.53333336,0.0,0.93333334,0.94074076
SP,0.07079646,0.11504425,0.49557522,0.49557522,0.7256637,0.0,0.96460176,0.9734513
SP,0.033333335,0.06666667,0.43333334,0.42222223,0.6111111,0.0,0.95555556,0.95555556
SP,0.04347826,0.036231883,0.26811594,0.54347825,0.76811594,0.0,0.942029,0.942029
AC,0.036809817,0.116564415,0.14723927,0.30674848,0.5460123,0.4785276,0.9447853,0.9325153
AC,0.03018868,0.116981134,0.22264151,0.6603774,0.7924528,0.754717,0.9698113,0.9811321
AC,0.02745098,0.13333334,0.105882354,0.37254903,0.4745098,0.46666667,0.98039216,0.9882353
AC,0.015974442,0.07028754,0.1629393,0.33546326,0.399361,0.41533548,0.9584665,0.95527154
AC,0.01858736,0.0111524165,0.13011153,0.07434944,0.5204461,0.40520447,0.9665428,0.9628253
AC,0.02293578,0.018348623,0.07339449,0.2522936,0.43119267,0.41284403,0.96330273,0.98165137
SP,0.03164557,0.03797468,0.19620253,0.18354431,0.53797466,0.0,0.9683544,0.9683544
SP,0.023952097,0.08982036,0.21556886,0.20958084,0.48502994,0.0,0.9520958,0.96407187
AC,0.06837607,0.16666667,0.08974359,0.26495728,0.54273504,0.7863248,0.97863245,0.982906
SP,0.1,0.15555556,0.6111111,0.6111111,0.36666667,0.0,0.95555556,0.96666664
AC,0.029166667,0.016666668,0.28333333,0.30416667,0.7125,0.5,0.9625,0.9875
AC,0.031914894,0.047872342,0.19680852,0.1861702,0.62234044,0.27659574,0.96276593,0.9734042
SP,0.018939395,0.121212125,0.18560606,0.18939394,0.46969697,0.0,0.96590906,0.9810606
SP,0.106796116,0.116504855,0.4854369,0.49514562,0.37864077,0.0,0.9029126,0.89320385
SP,0.033707865,0.23595506,0.33707866,0.38764045,0.48314607,0.0,0.96067417,0.9719101
AC,0.045627378,0.14828898,0.36501902,0.2623574,0.5703422,0.44486693,0.9657795,0.9619772
SP,0.046153847,0.05,0.13846155,0.26153848,0.4653846,0.0,0.9807692,0.9653846
SP,0.044585988,0.03821656,0.29299363,0.29936305,0.49044585,0.0,0.96178347,0.9681529
SP,0.04950495,0.04950495,0.5148515,0.5841584,0.7920792,0.0,0.95049506,0.96039605
SP,0.07,0.18,0.22,0.26,0.44,0.0,0.83,0.96
AC,0.03358209,0.07835821,0.108208954,0.108208954,0.47014925,0.20522387,0.97761196,0.98507464
AC,0.024539877,0.024539877,0.3006135,0.29447854,0.4785276,0.38036808,0.9631902,0.9693251
AC,0.023696683,0.09478673,0.16113745,0.16113745,0.70616114,0.29383886,0.9620853,0.971564
AC,0.018867925,0.041509435,0.23396227,0.24150944,0.6490566,0.41886792,0.9735849,0.93962264
SP,0.053846154,0.13846155,0.4076923,0.41538462,0.56153846,0.0,0.93846154,0.93846154
AC,0.06666667,0.2969697,0.58787876,0.58181816,0.6848485,0.6606061,0.95757574,0.96363634
SP,0.06140351,0.07017544,0.30701753,0.4122807,0.6754386,0.0,0.95614034,0.9649123
SP,0.09090909,0.11188811,0.17482518,0.4965035,0.7132867,0.0,0.91608393,0.91608393
SP,0.05050505,0.04040404,0.33333334,0.33333334,0.7676768,0.0,0.959596,0.94949496
SP,0.08108108,0.25,0.3581081,0.3581081,0.7162162,0.0,0.9459459,0.9391892
AC,0.045751635,0.05882353,0.23529412,0.39869282,0.7124183,0.6797386,0.9738562,0.85620916
SP,0.10169491,0.096045196,0.31073445,0.31073445,0.6440678,0.0,0.9717514,0.97740114
AC,0.06369427,0.025477707,0.22292994,0.22292994,0.41401273,0.60509557,0.91719747,0.9745223
SP,0.05,0.39,0.51,0.51,0.69,0.0,0.95,0.96
SP,0.051282052,0.06837607,0.4957265,0.50427353,0.63247865,0.0,0.94017094,0.96581197
SP,0.05,0.13333334,0.575,0.6166667,0.73333335,0.0,0.925,0.96666664
SP,0.056818184,0.056818184,0.19318181,0.53409094,0.36363637,0.0,0.95454544,0.92045456
SP,0.02631579,0.13157895,0.2631579,0.26842105,0.5473684,0.0,0.95789474,0.9526316
SP,0.077922076,0.071428575,0.21428572,0.20779221,0.64285713,0.0,0.9415584,0.9480519
SP,0.096296296,0.096296296,0.17037037,0.17037037,0.67407405,0.0,0.91851854,0.9037037
SP,0.04950495,0.03960396,0.14851485,0.4950495,0.6930693,0.0,0.8811881,0.96039605
AC,0.058091287,0.13692947,0.20746888,0.3153527,0.5103735,0.526971,0.97095436,0.9253112
SP,0.09322034,0.12711865,0.45762712,0.45762712,0.8220339,0.0,0.9491525,0.9576271
AC,0.0608365,0.117870726,0.22813688,0.28136882,0.42205322,0.4296578,0.9581749,0.95057034
SP,0.06382979,0.07092199,0.24113475,0.40425533,0.70212764,0.0,0.964539,0.9716312
SP,0.06896552,0.18390805,0.6896552,0.7126437,0.3678161,0.0,0.88505745,0.9425287
AC,0.031976745,0.16860466,0.075581394,0.18023255,0.47674417,0.33139536,0.98255813,0.9505814
AC,0.08074534,0.099378884,0.32919255,0.33540374,0.5590062,0.5341615,0.9689441,0.9751553
SP,0.024539877,0.14723927,0.20858896,0.21472393,0.5889571,0.0,0.9631902,0.9631902
AC,0.031088082,0.119170986,0.32642487,0.32124352,0.626943,0.55440414,0.9637306,0.96891195
SP,0.065868266,0.065868266,0.2754491,0.31736526,0.6407186,0.0,0.96407187,0.9700599
AC,0.022222223,0.041269843,0.20952381,0.20952381,0.32380953,0.2952381,0.9777778,0.9809524
SP,0.02247191,0.17977528,0.5224719,0.40449437,0.6292135,0.0,0.94382024,0.9325843
SP,0.064935066,0.25324675,0.44155845,0.44155845,0.8636364,0.0,0.96103895,0.96103895
SP,0.027777778,0.027777778,0.16666667,0.16111112,0.65,0.0,0.95555556,0.96666664
SP,0.03267974,0.2875817,0.4117647,0.5424837,0.627451,0.0,0.9477124,0.9607843
SP,0.03937008,0.08661418,0.41732284,0.43307087,0.7322835,0.0,0.92913383,0.97637796
AC,0.02739726,0.020547945,0.08219178,0.08219178,0.5410959,0.36301368,0.9520548,0.94520545
SP,0.046511628,0.069767445,0.20930232,0.6744186,0.627907,0.0,0.96899223,0.96899223
AC,0.016778523,0.06711409,0.11409396,0.11409396,0.7147651,0.647651,0.95302016,0.95637584
SP,0.13605443,0.13605443,0.18367347,0.17687075,0.6530612,0.0,0.92517006,0.9183673
SP,0.08130081,0.08130081,0.18699187,0.52845526,0.7804878,0.0,0.9512195,0.9593496
AC,0.056338027,0.13380282,0.2535211,0.22535211,0.73239434,0.7605634,0.97183096,0.92253524
AC,0.022222223,0.062222224,0.15555556,0.37777779,0.6488889,0.5288889,0.9288889,0.9777778
SP,0.04385965,0.12280702,0.4385965,0.5,0.6403509,0.0,0.9298246,0.92105263
AC,0.05860806,0.04761905,0.17948718,0.25641027,0.47985348,0.4871795,0.970696,0.981685
AC,0.02008032,0.072289154,0.21686748,0.2128514,0.44578314,0.44578314,0.9718875,0.97590363
SP,0.052083332,0.125,0.6145833,0.6145833,0.7916667,0.0,0.9375,0.9583333
SP,0.06542056,0.10280374,0.28037384,0.27102804,0.5607477,0.0,0.92523366,0.93457943
AC,0.025559105,0.019169329,0.111821085,0.111821085,0.2747604,0.17571884,0.96805114,0.9744409
